CIK,Company_Names,Form_Type,Date_Filed,Filename,year,quarter
1652044,Alphabet Inc.,4,2016-06-29,"edgar/data/1652044/0001127602-16-056557.txt
",2016,QTR2
1652044,Alphabet Inc.,4,2016-06-30,"edgar/data/1652044/0001127602-16-056612.txt
",2016,QTR2
1652044,Alphabet Inc.,8-K,2016-04-12,"edgar/data/1652044/0001193125-16-537992.txt
",2016,QTR2
1652044,Alphabet Inc.,8-K,2016-04-21,"edgar/data/1652044/0001652044-16-000015.txt
",2016,QTR2
1652044,Alphabet Inc.,8-K,2016-04-27,"edgar/data/1652044/0001193125-16-559672.txt
",2016,QTR2
1652044,Alphabet Inc.,8-K,2016-05-03,"edgar/data/1652044/0001652044-16-000022.txt
",2016,QTR2
1652044,Alphabet Inc.,8-K,2016-06-10,"edgar/data/1652044/0001193125-16-619079.txt
",2016,QTR2
1652044,Alphabet Inc.,8-K,2016-06-29,"edgar/data/1652044/0001193125-16-635647.txt
",2016,QTR2
1652044,Alphabet Inc.,CORRESP,2016-04-05,"edgar/data/1652044/0001193125-16-530269.txt
",2016,QTR2
1652044,Alphabet Inc.,DEF 14A,2016-04-29,"edgar/data/1652044/0001308179-16-000384.txt
",2016,QTR2
1652044,Alphabet Inc.,DEFA14A,2016-04-29,"edgar/data/1652044/0001308179-16-000385.txt
",2016,QTR2
1652044,Alphabet Inc.,DEFA14A,2016-04-29,"edgar/data/1652044/0001308179-16-000386.txt
",2016,QTR2
1652044,Alphabet Inc.,EFFECT,2016-04-07,"edgar/data/1652044/9999999995-16-004161.txt
",2016,QTR2
1652044,Alphabet Inc.,POSASR,2016-05-31,"edgar/data/1652044/0001193125-16-608577.txt
",2016,QTR2
1652044,Alphabet Inc.,PRE 14A,2016-04-19,"edgar/data/1652044/0001308179-16-000354.txt
",2016,QTR2
1652044,Alphabet Inc.,PX14A6G,2016-05-03,"edgar/data/1652044/0001214659-16-011213.txt
",2016,QTR2
1652044,Alphabet Inc.,PX14A6G,2016-05-26,"edgar/data/1652044/0001214659-16-011756.txt
",2016,QTR2
1652044,Alphabet Inc.,PX14A6G,2016-06-02,"edgar/data/1652044/0001214659-16-012004.txt
",2016,QTR2
1652044,Alphabet Inc.,SD,2016-05-31,"edgar/data/1652044/0001652044-16-000025.txt
",2016,QTR2
1652044,Alphabet Inc.,10-Q,2016-08-04,"edgar/data/1652044/0001652044-16-000032.txt
",2016,QTR3
1652044,Alphabet Inc.,3,2016-07-11,"edgar/data/1652044/0000899243-16-024812.txt
",2016,QTR3
1652044,Alphabet Inc.,4/A,2016-07-06,"edgar/data/1652044/0001127602-16-057714.txt
",2016,QTR3
1652044,Alphabet Inc.,4/A,2016-08-22,"edgar/data/1652044/0001127602-16-060810.txt
",2016,QTR3
1652044,Alphabet Inc.,424B2,2016-08-03,"edgar/data/1652044/0001193125-16-670237.txt
",2016,QTR3
1652044,Alphabet Inc.,424B5,2016-08-02,"edgar/data/1652044/0001193125-16-667679.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-01,"edgar/data/1652044/0001127602-16-056819.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-05,"edgar/data/1652044/0001127602-16-057039.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-06,"edgar/data/1652044/0001127602-16-057559.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-06,"edgar/data/1652044/0001127602-16-057592.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-06,"edgar/data/1652044/0001127602-16-057671.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-06,"edgar/data/1652044/0001127602-16-057681.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-06,"edgar/data/1652044/0001127602-16-057691.txt
",2016,QTR3
1652044,Alphabet Inc.,4,2016-07-06,"edgar/data/1652044/0001127602-16-057698.txt
",2016,QTR3
